ID,POINT_X,POINT_Y,NBR_ACC,ACC_2022,ACC_2023,FATAL_ACC,SEVERE_ACC,SEV3_ACC,SEV4_ACC,NBR_INJ,NBR_KILLED
883,-118.5495052,34.18894196,1,1,1,0,0,0,0,0,0
124,-118.467066,34.26898575,1,1,1,0,0,0,0,0,0
954,-118.3910821,34.20118332,2,2,2,0,0,0,0,0,0
607,-118.2840285,34.04372788,1,1,1,0,0,0,0,1,0
293,-118.2840285,34.04372788,1,1,1,0,0,0,0,1,0
859,-118.2739521,33.98919678,1,1,1,0,0,0,0,1,0
377,-118.2531121,34.05649567,1,1,1,0,0,0,0,0,0
506,-118.2531121,34.05649567,1,1,1,0,0,0,0,0,0
365,-118.2818925,34.09999466,1,1,1,0,0,0,0,0,0
91,-118.2826921,33.97829437,1,1,1,0,0,0,0,1,0
669,-118.2826921,33.97829437,1,1,1,0,0,0,0,1,0
460,-118.4421721,34.30270004,1,1,1,0,0,0,0,0,0
625,-118.2938073,34.09814453,1,1,1,0,0,0,0,1,0
87,-118.2323121,34.03458405,1,1,1,0,0,0,0,0,0
440,-118.1973276,34.10747147,1,1,1,0,1,0,0,1,0
908,-118.1973276,34.10747147,1,1,1,0,1,0,0,1,0
727,-118.2637618,34.09299851,1,1,1,0,0,1,1,2,0
713,-118.2781375,33.98916626,1,1,1,0,1,0,0,1,0
35,-118.2781375,33.98916626,1,1,1,0,1,0,0,1,0
918,-118.1890044,34.08320999,1,1,1,0,0,0,0,0,0
285,-118.4008722,34.15763474,1,1,1,0,0,0,0,0,0
156,-118.2786836,33.77165985,1,1,1,0,0,0,0,0,0
427,-118.2786836,33.77165985,1,1,1,0,0,0,0,0,0
85,-118.2826821,33.98238373,4,3,3,1,0,1,1,2,1
734,-118.4435016,34.23986435,1,1,1,0,1,0,0,1,0
150,-118.3703622,34.18668366,1,1,1,0,0,1,1,2,0
405,-118.5884622,34.20110321,1,1,1,0,0,0,0,1,0
648,-118.3723832,34.16491318,1,1,1,0,0,1,1,1,0
590,-118.4632222,34.23549652,1,1,1,0,0,0,0,0,0
609,-118.3789001,34.17491531,1,1,1,0,0,0,0,0,0
963,-118.3789001,34.17491531,1,1,1,0,0,0,0,0,0
502,-118.5306628,34.22190476,1,1,1,0,0,0,0,0,0
798,-118.6047994,34.18714523,1,1,1,0,0,0,0,0,0
346,-118.5169878,34.17228317,1,1,1,0,0,0,0,0,0
860,-118.3881552,34.1866684,1,1,1,0,0,1,1,3,0
798,-118.3881552,34.1866684,1,1,1,0,0,1,1,3,0
214,-118.5055222,34.20956802,1,1,1,0,0,1,1,1,0
141,-118.3074614,33.80089188,1,1,1,0,1,0,0,1,0
943,-118.2034154,34.09128189,1,1,1,0,0,0,0,0,0
703,-118.4749322,34.19391632,1,1,1,0,0,0,0,0,0
717,-118.2639482,34.08150864,1,1,1,0,0,0,0,0,0
400,-118.2484406,33.99482346,1,1,1,0,0,0,0,0,0
559,-118.2448019,34.01829147,1,1,1,0,0,0,0,0,0
891,-118.2448019,34.01829147,1,1,1,0,0,0,0,0,0
384,-118.2674015,33.99240112,1,1,1,0,0,0,0,0,0
370,-118.2674015,33.99240112,1,1,1,0,0,0,0,0,0
604,-118.2930815,33.75281318,1,1,1,0,0,0,0,0,0
471,-118.2826921,33.97737885,1,1,1,0,0,1,1,1,0
59,-118.2826921,33.97737885,1,1,1,0,0,1,1,1,0
341,-118.2959021,33.96079636,1,1,1,0,0,1,1,3,0
20,-118.2959021,33.96079636,1,1,1,0,0,1,1,3,0
515,-118.6059753,34.21186447,1,1,1,0,0,0,0,0,0
150,-118.3001921,33.9982338,1,1,1,0,0,0,0,1,0
875,-118.3001921,33.9982338,1,1,1,0,0,0,0,1,0
562,-118.2924001,33.74569702,1,1,1,0,1,0,0,1,0
973,-118.4681743,34.05787659,1,1,1,0,0,0,0,0,0
614,-118.4681743,34.05787659,1,1,1,0,0,0,0,0,0
614,-118.4682554,34.0581131,1,1,1,0,0,0,0,0,0
779,-118.2887333,34.09553909,1,1,1,0,0,0,0,0,0
461,-118.5361022,34.23730469,1,1,1,0,0,0,0,1,0
715,-118.5361022,34.23730469,1,1,1,0,0,0,0,1,0
807,-118.5424922,34.24274445,1,1,1,0,0,0,0,0,0
207,-118.5424922,34.24274445,1,1,1,0,0,0,0,0,0
738,-118.4171912,34.15761566,1,1,1,0,0,0,0,0,0
885,-118.4171912,34.15761566,1,1,1,0,0,0,0,0,0
156,-118.4487851,34.22245407,1,1,1,0,0,0,0,0,0
604,-118.2870121,33.91801453,1,1,1,0,0,0,0,0,0
803,-118.304323,33.97275925,1,1,1,0,0,0,0,0,0
936,-118.2868421,34.08295822,1,1,1,0,0,0,0,1,0
478,-118.2868421,34.08295822,1,1,1,0,0,0,0,1,0
489,-118.2462821,33.92947388,2,1,1,0,0,2,2,2,0
262,-118.2462821,33.92947388,2,1,1,0,0,2,2,2,0
84,-118.4392621,33.95170593,1,1,1,0,0,0,0,2,0
533,-118.4392621,33.95170593,1,1,1,0,0,0,0,2,0
560,-118.3333722,34.10332489,1,1,1,0,0,0,0,0,0
747,-118.3369821,34.04716492,1,1,1,0,0,0,0,0,0
832,-118.2810049,33.77985382,1,1,1,0,0,0,0,0,0
441,-118.3003022,34.0246048,1,1,1,0,0,0,0,0,0
227,-118.2872449,34.00975037,1,1,1,0,0,0,0,0,0
264,-118.2872449,34.00975037,1,1,1,0,0,0,0,0,0
466,-118.2764856,33.96007538,1,1,1,0,0,0,0,0,0
426,-118.3266623,34.09350967,1,1,1,0,0,0,0,0,0
266,-118.2871175,33.966259,1,1,1,0,0,1,1,1,0
935,-118.3313818,34.09976196,1,1,1,0,0,0,0,0,0
358,-118.3313818,34.09976196,1,1,1,0,0,0,0,0,0
973,-118.326682,34.09437561,1,1,1,0,0,0,0,0,0
587,-118.326682,34.09437561,1,1,1,0,0,0,0,0,0
803,-118.2826993,33.9737587,1,1,1,0,0,1,1,1,0
470,-118.3551346,34.10165787,1,1,1,0,0,0,0,0,0
970,-118.3551346,34.10165787,1,1,1,0,0,0,0,0,0
306,-118.4667977,34.00074387,1,1,1,0,0,0,0,0,0
4,-118.4387241,34.31393814,1,1,1,0,0,0,0,0,0
204,-118.4036921,34.25845337,1,1,1,0,0,0,0,0,0
342,-118.4324122,34.24804306,2,1,1,0,1,0,0,3,0
225,-118.2290748,34.05568695,1,1,1,0,0,1,1,1,0
401,-118.2290748,34.05568695,1,1,1,0,0,1,1,1,0
780,-118.2651204,34.00251389,1,1,1,0,0,0,0,0,0
921,-118.217539,34.03883362,1,1,1,0,0,0,0,0,0
932,-118.2708667,34.03384018,1,1,1,0,0,0,0,0,0
773,-118.5884622,34.20110321,1,1,1,0,0,0,0,1,0
829,-118.4632222,34.23549652,1,1,1,0,0,0,0,0,0
580,-118.3334847,34.0355148,2,2,2,0,0,1,1,2,0
293,-118.1957505,34.06165695,1,1,1,0,0,0,0,0,0
92,-118.2651503,33.96366119,1,1,1,0,1,0,0,1,0
641,-118.2826827,33.97895813,1,1,1,0,0,1,1,1,0
55,-118.2826827,33.97895813,1,1,1,0,0,1,1,1,0
465,-118.2196121,34.0334053,1,1,1,0,0,0,0,0,0
810,-118.2412589,34.02602768,1,1,1,0,0,0,0,0,0
82,-118.5975822,34.1791954,1,1,1,0,0,0,0,0,0
245,-118.2653121,34.05607605,1,1,1,0,0,0,0,1,0
456,-118.3965222,34.18667603,2,1,1,0,0,2,2,2,0
699,-118.3965222,34.18667603,2,1,1,0,0,2,2,2,0
805,-118.2914922,33.98910523,1,1,1,1,0,0,0,0,1
738,-118.6529166,34.17732239,1,1,1,1,0,0,0,0,1
443,-118.6529166,34.17732239,1,1,1,1,0,0,0,0,1
244,-118.2140839,34.06022644,1,1,1,0,0,1,1,2,0
541,-118.2557689,34.05744655,1,1,1,0,0,0,0,0,0
43,-118.2392064,34.0039444,1,1,1,0,0,0,0,0,0
300,-118.5273622,34.22241592,1,1,1,0,0,0,0,0,0
192,-118.2647059,34.01714325,1,1,1,0,0,0,0,0,0
326,-118.5625634,34.24998474,1,1,1,0,0,0,0,0,0
196,-118.4242024,34.1866684,1,1,1,0,0,0,0,0,0
569,-118.4574622,34.18512726,1,1,1,0,0,0,0,1,0
394,-118.5135983,34.19387436,1,1,1,0,0,0,0,0,0
476,-118.3946221,34.14854431,1,1,1,0,0,0,0,0,0
563,-118.2583215,34.05600357,1,1,1,0,1,0,0,2,0
456,-118.555551,34.2600708,1,1,1,0,0,1,1,1,0
687,-118.2477921,34.00392532,1,1,1,0,0,1,1,1,0
509,-118.2197203,34.02565384,1,1,1,0,0,0,0,0,0
944,-118.2652316,33.97971344,1,1,1,0,0,0,0,0,0
164,-118.2144644,34.08910751,1,1,1,0,0,0,0,0,0
374,-118.2785021,33.93097305,4,3,3,0,1,2,2,6,0
267,-118.2785021,33.93097305,4,3,3,0,1,2,2,6,0
648,-118.3001921,33.99597549,1,1,1,0,1,0,0,3,0
135,-118.3001921,33.99597549,1,1,1,0,1,0,0,3,0
436,-118.3035493,34.10512924,1,1,1,0,0,0,0,1,0
859,-118.2827321,33.9164238,3,2,2,0,1,1,1,2,0
693,-118.2201677,34.07265091,1,1,1,0,0,0,0,0,0
411,-118.2441121,34.0026474,1,1,1,0,0,0,0,0,0
898,-118.2148985,34.03565216,1,1,1,0,0,0,0,0,0
682,-118.2148985,34.03565216,1,1,1,0,0,0,0,0,0
802,-118.3942922,34.05525589,2,1,1,0,0,0,0,2,0
138,-118.4222581,34.04331207,1,1,1,0,0,0,0,1,0
68,-118.3829721,33.96350479,1,1,1,0,0,1,1,3,0
647,-118.3090521,34.04745865,1,1,1,0,0,0,0,0,0
207,-118.3090521,34.04745865,1,1,1,0,0,0,0,0,0
886,-118.3606399,34.06277847,1,1,1,0,0,0,0,0,0
901,-118.4335758,34.01774979,1,1,1,0,0,0,0,0,0
230,-118.5556522,34.03847504,1,1,1,0,0,0,0,0,0
604,-118.4380422,33.98296356,3,3,3,0,0,0,0,4,0
736,-118.2797768,33.74319077,1,1,1,0,0,0,0,0,0
269,-118.2865397,33.74509811,1,1,1,0,0,0,0,0,0
554,-118.4539819,33.99084091,1,1,1,0,0,0,0,0,0
686,-118.2870735,33.96133804,1,1,1,0,0,0,0,0,0
885,-118.3660094,34.1004715,1,1,1,0,0,0,0,0,0
576,-118.2843276,34.05240631,1,1,1,0,0,0,0,1,0
344,-118.2916848,34.07049179,1,1,1,0,0,0,0,0,0
461,-118.3279565,34.06393433,1,1,1,0,0,0,0,0,0
100,-118.3394321,34.05459595,1,1,1,0,0,0,0,0,0
695,-118.3394321,34.05459595,1,1,1,0,0,0,0,0,0
741,-118.3389196,34.05558395,1,1,1,0,0,0,0,0,0
697,-118.300155,34.05769348,1,1,1,0,1,0,0,1,0
255,-118.300155,34.05769348,1,1,1,0,1,0,0,1,0
242,-118.4420522,34.01477432,1,1,1,0,0,0,0,1,0
776,-118.2968702,34.01731491,1,1,1,0,0,0,0,0,0
230,-118.2916222,33.94548416,1,1,1,0,0,1,1,3,0
582,-118.2916222,33.94548416,1,1,1,0,0,1,1,3,0
78,-118.3289885,34.03258896,1,1,1,0,0,0,0,0,0
978,-118.3504621,34.01834488,1,1,1,0,0,0,0,0,0
978,-118.326926,34.00337982,1,1,1,0,0,0,0,0,0
18,-118.2777216,34.03399658,1,1,1,0,0,0,0,0,0
216,-118.3251721,34.01911545,2,2,2,0,0,2,2,5,0
343,-118.3251721,34.01911545,2,2,2,0,0,2,2,5,0
641,-118.3089346,34.01082611,1,1,1,0,0,0,0,0,0
158,-118.1949429,34.07635498,1,1,1,0,1,0,0,1,0
787,-118.2647971,33.92370987,1,1,1,0,0,1,1,1,0
708,-118.3090422,33.94001389,1,1,1,0,0,1,1,1,0
79,-118.3115039,33.98310089,1,1,1,0,0,0,0,0,0
53,-118.330824,33.97452545,1,1,1,0,0,1,1,1,0
880,-118.330824,33.97452545,1,1,1,0,0,1,1,1,0
247,-118.3309063,33.97452545,1,1,1,0,0,1,1,1,0
365,-118.2463296,33.93439484,1,1,1,0,0,0,0,0,0
917,-118.2872422,34.00961304,1,1,1,0,0,1,1,1,0
517,-118.2872422,34.00961304,1,1,1,0,0,1,1,1,0
652,-118.2415521,34.01842499,1,1,1,0,0,0,0,0,0
515,-118.354802,34.05384827,1,1,1,0,0,0,0,0,0
697,-118.3823772,34.17941666,1,1,1,0,0,1,1,4,0
24,-118.3772621,34.03825378,1,1,1,0,0,0,0,2,0
462,-118.5273222,34.18660355,4,4,4,0,0,0,0,2,0
486,-118.2538388,34.06588364,1,1,1,0,0,0,0,1,0
55,-118.2617122,34.04369354,1,1,1,0,0,0,0,1,0
379,-118.2259676,34.03727722,1,1,1,0,0,0,0,0,0
530,-118.2754884,34.05771256,1,1,1,0,0,0,0,0,0
736,-118.2754884,34.05771256,1,1,1,0,0,0,0,0,0
35,-118.3473625,34.12854767,1,1,1,0,0,0,0,0,0
849,-118.3703035,34.18061829,1,1,1,0,0,0,0,0,0
894,-118.4279422,34.15760422,1,1,1,0,0,0,0,0,0
923,-118.4279422,34.15760422,1,1,1,0,0,0,0,0,0
753,-118.2432186,34.06017304,1,1,1,0,0,0,0,0,0
299,-118.270615,34.04428482,1,1,1,0,0,0,0,0,0
16,-118.2194068,34.0861702,1,1,1,0,1,0,0,1,0
922,-118.2194068,34.0861702,1,1,1,0,1,0,0,1,0
855,-118.1934383,34.04448319,1,1,1,0,0,0,0,0,0
970,-118.2516387,34.00917816,1,1,1,0,0,0,0,0,0
340,-118.274256,34.05371475,1,1,1,0,0,0,0,1,0
972,-118.3993537,34.22463226,1,1,1,0,0,0,0,0,0
811,-118.3993537,34.22463226,1,1,1,0,0,0,0,0,0
652,-118.6038031,34.24996567,1,1,1,0,1,0,0,1,0
56,-118.4643822,34.23067474,1,1,1,0,0,0,0,0,0
61,-118.4247768,34.31817627,1,1,1,0,0,0,0,0,0
904,-118.3644221,34.22489548,1,1,1,0,0,0,0,1,0
705,-118.2780029,33.99648666,1,1,1,0,0,0,0,0,0
134,-118.2564099,34.00393295,1,1,1,0,0,0,0,0,0
3,-118.2272471,34.06954193,1,1,1,0,0,0,0,0,0
680,-118.2175767,34.03132113,1,1,1,0,0,0,0,1,0
218,-118.2979622,34.25455475,1,1,1,0,1,0,0,3,0
439,-118.2677196,34.06078339,1,1,1,0,0,0,0,1,0
269,-118.4092341,33.9931488,1,1,1,0,0,0,0,0,0
540,-118.4092341,33.9931488,1,1,1,0,0,0,0,0,0
677,-118.5885522,34.22547913,1,1,1,0,0,0,0,1,0
393,-118.2533521,33.78045654,1,1,1,1,0,0,0,0,1
188,-118.4662748,34.21207428,1,1,1,0,0,0,0,0,0
551,-118.2814998,34.00376511,1,1,1,0,0,1,1,1,0
149,-118.2814998,34.00376511,1,1,1,0,0,1,1,1,0
361,-118.4924422,34.20123673,1,1,1,0,0,1,1,1,0
63,-118.2602695,34.06546402,1,1,1,0,0,0,0,0,0
316,-118.5011884,34.20895386,1,1,1,0,1,0,0,1,0
675,-118.2428117,34.05475235,1,1,1,0,0,0,0,0,0
498,-118.4138122,34.2046051,1,1,1,0,0,0,0,0,0
49,-118.6018822,34.17319489,1,1,1,0,0,1,1,2,0
32,-118.3642891,34.10126495,1,1,1,0,1,0,0,1,0
295,-118.2812921,33.97465515,1,1,1,0,0,1,1,1,0
622,-118.4504795,34.22150421,1,1,1,0,1,0,0,2,0
371,-118.3741221,34.05293655,1,1,1,0,1,0,0,2,0
346,-118.3877829,34.17234039,1,1,1,0,1,0,0,1,0
743,-118.4488222,34.22475433,1,1,1,0,0,0,0,0,0
995,-118.4488222,34.22475433,1,1,1,0,0,0,0,0,0
903,-118.2848822,33.98060608,1,1,1,0,1,0,0,1,0
587,-118.5885622,34.23619843,1,1,1,0,0,0,0,0,0
920,-118.5885622,34.23619843,1,1,1,0,0,0,0,0,0
269,-118.3965222,34.17940521,2,2,2,1,1,0,0,3,1
555,-118.2865754,33.98233795,1,1,1,0,0,1,1,2,0
476,-118.4163371,34.24391174,1,1,1,0,1,0,0,1,0
878,-118.2814021,33.73783493,1,1,1,0,1,0,0,1,0
385,-118.4376236,34.21078873,1,1,1,0,0,0,0,0,0
217,-118.4376236,34.21078873,1,1,1,0,0,0,0,0,0
536,-118.4221639,34.01446915,1,1,1,0,0,0,0,0,0
319,-118.4480393,34.00505829,1,1,1,0,0,1,1,1,0
0,-118.4196447,34.04481125,1,1,1,0,0,0,0,0,0
412,-118.2562321,33.79158402,2,2,2,0,0,1,1,3,0
263,-118.2562321,33.79158402,2,2,2,0,0,1,1,3,0
262,-118.4481011,34.04654312,1,1,1,0,0,0,0,0,0
602,-118.4481011,34.04654312,1,1,1,0,0,0,0,0,0
875,-118.4366201,34.0495224,1,1,1,0,0,0,0,0,0
162,-118.4656661,33.99128342,1,1,1,0,0,0,0,0,0
301,-118.3959524,33.95591354,1,1,1,0,0,1,1,1,0
725,-118.3765121,34.0733757,1,1,1,0,1,0,0,1,0
282,-118.3765121,34.0733757,1,1,1,0,1,0,0,1,0
839,-118.3385395,34.06281281,1,1,1,0,0,0,0,2,0
322,-118.3385395,34.06281281,1,1,1,0,0,0,0,2,0
881,-118.2599211,34.04939652,1,1,1,0,0,0,0,1,0
372,-118.2934789,34.05773544,1,1,1,0,0,1,1,1,0
169,-118.2991721,34.03272629,1,1,1,0,0,1,1,1,0
979,-118.2782721,33.96387482,1,1,1,0,0,1,1,1,0
527,-118.3405421,34.03111649,1,1,1,0,0,1,1,1,0
431,-118.3090211,34.03655624,1,1,1,0,0,1,1,1,0
535,-118.3316721,34.02559662,1,1,1,0,0,1,1,1,0
121,-118.3050477,33.84947205,1,1,1,0,0,0,0,0,0
716,-118.3050477,33.84947205,1,1,1,0,0,0,0,0,0
335,-118.2827121,33.96785355,3,1,1,0,0,1,1,2,0
345,-118.2827121,33.96785355,3,1,1,0,0,1,1,2,0
326,-118.3320927,34.10392761,1,1,1,0,0,1,1,1,0
682,-118.3078521,34.05968475,1,1,1,0,0,0,0,1,0
652,-118.3771892,34.1939621,1,1,1,0,0,0,0,0,0
479,-118.3723763,34.03847885,1,1,1,0,1,0,0,1,0
975,-118.3317021,34.06199646,1,1,1,0,0,0,0,0,0
710,-118.3005621,34.10055161,1,1,1,0,0,0,0,0,0
938,-118.2560081,34.00108719,1,1,1,0,0,0,0,0,0
674,-118.2869622,33.93096542,1,1,1,0,1,0,0,2,0
443,-118.2431921,34.03818512,1,1,1,0,0,0,0,1,0
228,-118.2868422,34.0835762,1,1,1,0,1,0,0,1,0
924,-118.3810896,34.17669296,1,1,1,0,0,0,0,0,0
124,-118.5536022,34.22986603,1,1,1,0,0,0,0,0,0
134,-118.3917596,34.21298981,1,1,1,0,0,0,0,0,0
130,-118.2406476,34.05369949,1,1,1,0,0,1,1,3,0
319,-118.3378713,34.0979805,1,1,1,1,0,0,0,0,1
102,-118.2028621,34.05464554,3,3,3,0,0,1,1,4,0
496,-118.4400108,34.1947937,1,1,1,0,0,0,0,2,0
995,-118.4472418,34.18666458,1,1,1,0,0,0,0,3,0
351,-118.5098487,34.18016434,1,1,1,0,0,0,0,0,0
757,-118.3228232,34.06895447,1,1,1,0,1,0,0,1,0
999,-118.411616,34.02466965,1,1,1,0,0,0,0,0,0
588,-118.3310513,34.099617,1,1,1,0,0,0,0,0,0
526,-118.3049533,34.09505463,1,1,1,0,0,1,1,1,0
124,-118.3349104,34.10157013,1,1,1,0,0,0,0,1,0
917,-118.3349104,34.10157013,1,1,1,0,0,0,0,1,0
990,-118.3823621,34.03282547,1,1,1,0,0,0,0,1,0
123,-118.2975521,33.78991318,1,1,1,0,0,0,0,0,0
595,-118.3113721,33.98916245,1,1,1,0,0,0,0,0,0
174,-118.2788358,34.04366684,1,1,1,0,0,0,0,1,0
494,-118.2646521,33.79108429,2,1,1,0,0,1,1,2,0
111,-118.2826922,33.98914337,2,2,2,0,0,1,1,3,0
319,-118.6234022,34.18644333,1,1,1,0,0,1,1,1,0
219,-118.3928631,33.97785187,1,1,1,0,0,0,0,0,0
738,-118.2037285,34.04726791,1,1,1,0,0,1,1,2,0
351,-118.4729826,34.27184677,1,1,1,0,0,0,0,0,0
327,-118.2611722,34.00920487,1,1,1,0,0,0,0,0,0
7,-118.2611722,34.00920487,1,1,1,0,0,0,0,0,0
346,-118.2499521,34.0452652,2,1,1,0,0,0,0,1,0
85,-118.1985805,34.05620575,1,1,1,0,0,0,0,1,0
663,-118.478123,34.3032608,1,1,1,0,0,0,0,0,0
97,-118.3953922,33.96992493,1,1,1,0,1,0,0,1,0
561,-118.2695422,33.94015503,1,1,1,1,0,0,0,0,1
893,-118.3324645,34.04888535,1,1,1,0,0,0,0,0,0
200,-118.4039428,33.93148422,1,1,1,0,0,0,0,0,0
701,-118.2010062,34.04261398,1,1,1,0,0,0,0,0,0
885,-118.2788031,34.01108551,1,1,1,0,0,0,0,2,0
113,-118.2542446,33.94563675,1,1,1,0,0,0,0,0,0
516,-118.2542446,33.94563675,1,1,1,0,0,0,0,0,0
638,-118.2739515,33.98247147,1,1,1,0,0,0,0,0,0
820,-118.2739515,33.98247147,1,1,1,0,0,0,0,0,0
118,-118.2916224,34.04729843,1,1,1,0,0,0,0,0,0
311,-118.3963421,33.94550324,2,1,1,0,1,1,1,2,0
522,-118.2549945,33.77307129,1,1,1,0,0,0,0,0,0
44,-118.3962321,33.9552002,1,1,1,0,0,0,0,0,0
712,-118.3136021,34.09805679,3,3,3,0,0,2,2,5,0
934,-118.3658722,34.07600403,1,1,1,0,0,0,0,0,0
797,-118.3108747,34.09073639,1,1,1,0,1,0,0,2,0
266,-118.2922983,33.74951172,1,1,1,0,0,0,0,0,0
263,-118.4460421,34.04707336,1,1,1,0,0,1,1,5,0
634,-118.2916521,34.05781937,1,1,1,0,0,0,0,1,0
272,-118.4302299,34.06626129,1,1,1,0,1,0,0,2,0
159,-118.2827057,33.99420548,1,1,1,0,0,1,1,1,0
783,-118.2827057,33.99420548,1,1,1,0,0,1,1,1,0
328,-118.2841221,34.04006577,1,1,1,0,0,0,0,1,0
552,-118.5495052,34.18894196,1,1,1,0,0,0,0,0,0
583,-118.2818925,34.09999466,1,1,1,0,0,0,0,0,0
686,-118.4421721,34.30270004,1,1,1,0,0,0,0,0,0
142,-118.2686821,34.02483368,2,2,2,0,0,0,0,2,0
13,-118.2686821,34.02483368,2,2,2,0,0,0,0,2,0
290,-118.2323121,34.03458405,1,1,1,0,0,0,0,0,0
279,-118.2503183,34.03726578,1,1,1,0,0,0,0,0,0
39,-118.2590548,34.08764648,1,1,1,0,0,0,0,0,0
538,-118.2961122,34.09085465,1,1,1,0,0,0,0,2,0
322,-118.4976831,34.27927399,1,1,1,0,0,0,0,0,0
190,-118.4976831,34.27927399,1,1,1,0,0,0,0,0,0
561,-118.4008722,34.15763474,1,1,1,0,0,0,0,0,0
147,-118.2667722,34.03198624,2,1,1,0,0,0,0,4,0
817,-118.2918121,33.96016312,1,1,1,0,0,0,0,0,0
808,-118.4244422,34.24325562,1,1,1,0,0,1,1,1,0
607,-118.2724921,34.05640411,1,1,1,0,1,0,0,1,0
948,-118.3703622,34.18668366,1,1,1,0,0,1,1,2,0
569,-118.3723832,34.16491318,1,1,1,0,0,1,1,1,0
340,-118.2033778,34.12612534,1,1,1,0,0,0,0,0,0
433,-118.1634085,34.08447647,1,1,1,0,0,0,0,0,0
666,-118.2652322,33.98248673,1,1,1,0,0,1,1,2,0
973,-118.4682554,34.0581131,1,1,1,0,0,0,0,0,0
541,-118.2583959,34.0415535,1,1,1,0,0,0,0,0,0
590,-118.2916232,33.93912888,1,1,1,0,0,1,1,1,0
481,-118.2701531,33.9601593,1,1,1,0,0,0,0,1,0
260,-118.317152,34.07617188,1,1,1,0,0,0,0,0,0
875,-118.3369821,34.04716492,1,1,1,0,0,0,0,0,0
162,-118.424551,33.97233963,1,1,1,0,0,0,0,0,0
178,-118.2810049,33.77985382,1,1,1,0,0,0,0,0,0
665,-118.3266623,34.09350967,1,1,1,0,0,0,0,0,0
585,-118.2826993,33.9737587,1,1,1,0,0,1,1,1,0
508,-118.5273622,34.22241592,1,1,1,0,0,0,0,0,0
837,-118.3965227,34.17736816,1,1,1,0,0,0,0,0,0
777,-118.3965227,34.17736816,1,1,1,0,0,0,0,0,0
121,-118.4574622,34.18512726,1,1,1,0,0,0,0,1,0
700,-118.4757969,34.17163467,1,1,1,0,0,1,1,1,0
224,-118.5135983,34.19387436,1,1,1,0,0,0,0,0,0
352,-118.3946221,34.14854431,1,1,1,0,0,0,0,0,0
411,-118.2477921,34.00392532,1,1,1,0,0,1,1,1,0
654,-118.3035493,34.10512924,1,1,1,0,0,0,0,1,0
412,-118.2810877,34.01779938,1,1,1,0,0,0,0,0,0
810,-118.2868305,33.9399147,1,1,1,0,0,0,0,1,0
14,-118.2441121,34.0026474,1,1,1,0,0,0,0,0,0
296,-118.4243594,33.97710419,1,1,1,0,0,0,0,0,0
901,-118.3942922,34.05525589,2,1,1,0,0,0,0,2,0
173,-118.3829721,33.96350479,1,1,1,0,0,1,1,3,0
690,-118.3606399,34.06277847,1,1,1,0,0,0,0,0,0
805,-118.4335758,34.01774979,1,1,1,0,0,0,0,0,0
688,-118.5556522,34.03847504,1,1,1,0,0,0,0,0,0
456,-118.2865397,33.74509811,1,1,1,0,0,0,0,0,0
764,-118.2870735,33.96133804,1,1,1,0,0,0,0,0,0
763,-118.4749604,34.06254196,1,1,1,0,0,0,0,0,0
614,-118.2916848,34.07049179,1,1,1,0,0,0,0,0,0
635,-118.4420522,34.01477432,1,1,1,0,0,0,0,1,0
249,-118.2637491,33.94355774,1,1,1,0,0,0,0,0,0
700,-118.3289885,34.03258896,1,1,1,0,0,0,0,0,0
255,-118.3504621,34.01834488,1,1,1,0,0,0,0,0,0
902,-118.2997081,34.01732254,1,1,1,0,0,0,0,0,0
360,-118.2997081,34.01732254,1,1,1,0,0,0,0,0,0
300,-118.3089346,34.01082611,1,1,1,0,0,0,0,0,0
891,-118.3161121,34.01827622,1,1,1,0,0,0,0,1,0
221,-118.1949429,34.07635498,1,1,1,0,1,0,0,1,0
745,-118.2647971,33.92370987,1,1,1,0,0,1,1,1,0
537,-118.2463296,33.93439484,1,1,1,0,0,0,0,0,0
75,-118.2838928,34.02897263,1,1,1,1,0,0,0,1,1
148,-118.5753948,34.2026062,1,1,1,0,0,0,0,1,0
742,-118.3823772,34.17941666,1,1,1,0,0,1,1,4,0
909,-118.2538388,34.06588364,1,1,1,0,0,0,0,1,0
794,-118.2553905,34.01770783,1,1,1,0,1,0,0,1,0
833,-118.2545278,34.05505371,1,1,1,0,0,0,0,0,0
798,-118.2404249,34.02005386,1,1,1,0,0,0,0,0,0
851,-118.2917,34.1131897,1,1,1,0,0,0,0,0,0
25,-118.2432186,34.06017304,1,1,1,0,0,0,0,0,0
178,-118.2695821,33.97697449,1,1,1,0,0,0,0,0,0
325,-118.2722487,34.03407288,1,1,1,0,0,0,0,0,0
6,-118.2722487,34.03407288,1,1,1,0,0,0,0,0,0
75,-118.2258318,34.05435562,1,1,1,0,0,0,0,0,0
148,-118.1934383,34.04448319,1,1,1,0,0,0,0,0,0
875,-118.2516387,34.00917816,1,1,1,0,0,0,0,0,0
655,-118.6038031,34.24996567,1,1,1,0,1,0,0,1,0
166,-118.4759618,34.24283218,1,1,1,0,1,0,0,1,0
351,-118.4759618,34.24283218,1,1,1,0,1,0,0,1,0
122,-118.5885522,34.22547913,1,1,1,0,0,0,0,1,0
128,-118.2533521,33.78045654,1,1,1,1,0,0,0,0,1
638,-118.4662748,34.21207428,1,1,1,0,0,0,0,0,0
368,-118.6552932,34.17010498,1,1,1,0,0,0,0,0,0
283,-118.2048521,34.02157593,2,1,1,0,1,1,1,2,0
